#node time(s) x y
0 53.4 30 13068
0 53.6 30 13122
0 53.8 30 13176
0 54.0 30 13230
0 54.2 30 13284
0 54.4 30 13338
0 54.6 30 13392
0 54.8 30 13446
0 55.0 30 13500
0 55.2 30 13554
0 55.4 30 13608
0 55.6 30 13662
0 55.8 30 13716
0 56.0 30 13770
0 56.2 30 13824
0 56.4 30 13878
0 56.6 30 13932
0 56.8 30 13986
0 57.0 30 14040
0 57.2 30 14094
0 57.4 30 14148
0 57.6 30 14202
0 57.8 30 14256
0 58.0 30 14310
0 58.2 30 14364
0 58.4 30 14418
0 58.6 30 14472
0 58.8 30 14526
0 59.0 30 14580
0 59.2 30 14634
0 59.4 30 14688
0 59.6 30 14742
0 59.8 30 14796
0 60.0 30 14850
0 60.2 30 14904
0 60.4 30 14958
0 60.6 30 15012
0 60.8 30 15066
0 61.0 30 15120
0 61.2 30 15174
0 61.4 30 15228
0 61.6 30 15282
0 61.8 30 15336
0 62.0 30 15390
0 62.2 30 15444
0 62.4 30 15498
0 62.6 30 15552
0 62.8 30 15606
0 63.0 30 15660
0 63.2 30 15714
0 63.4 30 15768
0 63.6 30 15822
0 63.8 30 15876
0 64.0 30 15930
0 64.2 30 15984
0 64.4 30 16038
0 64.6 30 16092
0 64.8 30 16146
0 65.0 30 16200
0 65.2 30 16254
0 65.4 30 16308
0 65.6 30 16362
0 65.8 30 16416
0 66.0 30 16470
0 66.2 30 16524
0 66.4 30 16578
0 66.6 30 16632
0 66.8 30 16686
0 67.0 30 16740
0 67.2 30 16794
0 67.4 30 16848
0 67.6 30 16902
0 67.8 30 16956
0 68.0 30 17010
0 68.2 30 17064
0 68.4 30 17118
0 68.6 30 17172
0 68.8 30 17226
0 69.0 30 17280
0 69.2 30 17334
0 69.4 30 17388
0 69.6 30 17442
0 69.8 30 17496
0 70.0 30 17550
0 70.2 30 17604
0 70.4 30 17658
0 70.6 30 17712
0 70.8 30 17766
0 71.0 30 17820
0 71.2 30 17874
0 71.4 30 17928
0 71.6 30 17982
0 71.8 30 18036
0 72.0 30 18090
0 72.2 30 18144
0 72.4 30 18198
0 72.6 30 18252
0 72.8 30 18306
0 73.0 30 18360
0 73.2 30 18414
0 73.4 30 18468
0 73.6 30 18522
0 73.8 30 18576
0 74.0 30 18630
0 74.2 30 18684
0 74.4 30 18738
0 74.6 30 18792
0 74.8 30 18846
0 75.0 30 18900
0 75.2 30 18954
0 75.4 30 19008
0 75.6 30 19062
0 75.8 30 19116
0 76.0 30 19170
0 76.2 30 19224
0 76.4 30 19278
0 76.6 30 19332
0 76.8 30 19386
0 77.0 30 19440
0 77.2 30 19494
0 77.4 30 19548
0 77.6 30 19602
0 77.8 30 19656
0 78.0 30 19710
0 78.2 30 19764
0 78.4 30 19818
0 78.6 30 19872
0 78.8 30 19926
0 79.0 30 19980
0 79.2 30 19980
# descida (de 19980 até 0), passo 54 a cada 0.2s
0 79.4 30 19926
0 79.6 30 19872
0 79.8 30 19818
0 80.0 30 19764
0 80.2 30 19710
0 80.4 30 19656
0 80.6 30 19602
0 80.8 30 19548
0 81.0 30 19494
0 81.2 30 19440
0 81.4 30 19386
0 81.6 30 19332
0 81.8 30 19278
0 82.0 30 19224
0 82.2 30 19170
0 82.4 30 19116
0 82.6 30 19062
0 82.8 30 19008
0 83.0 30 18954
0 83.2 30 18900
0 83.4 30 18846
0 83.6 30 18792
0 83.8 30 18738
0 84.0 30 18684
0 84.2 30 18630
0 84.4 30 18576
0 84.6 30 18522
0 84.8 30 18468
0 85.0 30 18414
0 85.2 30 18360
0 85.4 30 18306
0 85.6 30 18252
0 85.8 30 18198
0 86.0 30 18144
0 86.2 30 18090
0 86.4 30 18036
0 86.6 30 17982
0 86.8 30 17928
0 87.0 30 17874
0 87.2 30 17820
0 87.4 30 17766
0 87.6 30 17712
0 87.8 30 17658
0 88.0 30 17604
0 88.2 30 17550
0 88.4 30 17496
0 88.6 30 17442
0 88.8 30 17388
0 89.0 30 17334
0 89.2 30 17280
0 89.4 30 17226
0 89.6 30 17172
0 89.8 30 17118
0 90.0 30 17064
0 90.2 30 17010
0 90.4 30 16956
0 90.6 30 16902
0 90.8 30 16848
0 91.0 30 16794
0 91.2 30 16740
0 91.4 30 16686
0 91.6 30 16632
0 91.8 30 16578
0 92.0 30 16524
0 92.2 30 16470
0 92.4 30 16416
0 92.6 30 16362
0 92.8 30 16308
0 93.0 30 16254
0 93.2 30 16200
0 93.4 30 16146
0 93.6 30 16092
0 93.8 30 16038
0 94.0 30 15984
0 94.2 30 15930
0 94.4 30 15876
0 94.6 30 15822
0 94.8 30 15768
0 95.0 30 15714
0 95.2 30 15660
0 95.4 30 15606
0 95.6 30 15552
0 95.8 30 15498
0 96.0 30 15444
0 96.2 30 15390
0 96.4 30 15336
0 96.6 30 15282
0 96.8 30 15228
0 97.0 30 15174
0 97.2 30 15120
0 97.4 30 15066
0 97.6 30 15012
0 97.8 30 14958
0 98.0 30 14904
0 98.2 30 14850
0 98.4 30 14796
0 98.6 30 14742
0 98.8 30 14688
0 99.0 30 14634
0 99.2 30 14580
0 99.4 30 14526
0 99.6 30 14472
0 99.8 30 14418
0 100.0 30 14364
0 100.2 30 14310
0 100.4 30 14256
0 100.6 30 14202
0 100.8 30 14148
0 101.0 30 14094
0 101.2 30 14040
0 101.4 30 13986
0 101.6 30 13932
0 101.8 30 13878
0 102.0 30 13824
0 102.2 30 13770
0 102.4 30 13716
0 102.6 30 13662
0 102.8 30 13608
0 103.0 30 13554
0 103.2 30 13500
0 103.4 30 13446
0 103.6 30 13392
0 103.8 30 13338
0 104.0 30 13284
0 104.2 30 13230
0 104.4 30 13176
0 104.6 30 13122
0 104.8 30 13068
0 105.0 30 13014
0 105.2 30 12960
0 105.4 30 12906
0 105.6 30 12852
0 105.8 30 12798
0 106.0 30 12744
0 106.2 30 12690
0 106.4 30 12636
0 106.6 30 12582
0 106.8 30 12528
0 107.0 30 12474
0 107.2 30 12420
0 107.4 30 12366
0 107.6 30 12312
0 107.8 30 12258
0 108.0 30 12204
0 108.2 30 12150
0 108.4 30 12096
0 108.6 30 12042
0 108.8 30 11988
0 109.0 30 11934
0 109.2 30 11880
0 109.4 30 11826
0 109.6 30 11772
0 109.8 30 11718
0 110.0 30 11664
0 110.2 30 11610
0 110.4 30 11556
0 110.6 30 11502
0 110.8 30 11448
0 111.0 30 11394
0 111.2 30 11340
0 111.4 30 11286
0 111.6 30 11232
0 111.8 30 11178
0 112.0 30 11124
0 112.2 30 11070
0 112.4 30 11016
0 112.6 30 10962
0 112.8 30 10908
0 113.0 30 10854
0 113.2 30 10800
0 113.4 30 10746
0 113.6 30 10692
0 113.8 30 10638
0 114.0 30 10584
0 114.2 30 10530
0 114.4 30 10476
0 114.6 30 10422
0 114.8 30 10368
0 115.0 30 10314
0 115.2 30 10260
0 115.4 30 10206
0 115.6 30 10152
0 115.8 30 10098
0 116.0 30 10044
0 116.2 30 9990
0 116.4 30 9936
0 116.6 30 9882
0 116.8 30 9828
0 117.0 30 9774
0 117.2 30 9720
0 117.4 30 9666
0 117.6 30 9612
0 117.8 30 9558
0 118.0 30 9504
0 118.2 30 9450
0 118.4 30 9396
0 118.6 30 9342
0 118.8 30 9288
0 119.0 30 9234
0 119.2 30 9180
0 119.4 30 9126
0 119.6 30 9072
0 119.8 30 9018
0 120.0 30 8964
0 120.2 30 8910
0 120.4 30 8856
0 120.6 30 8802
0 120.8 30 8748
0 121.0 30 8694
0 121.2 30 8640
0 121.4 30 8586
0 121.6 30 8532
0 121.8 30 8478
0 122.0 30 8424
0 122.2 30 8370
0 122.4 30 8316
0 122.6 30 8262
0 122.8 30 8208
0 123.0 30 8154
0 123.2 30 8100
0 123.4 30 8046
0 123.6 30 7992
0 123.8 30 7938
0 124.0 30 7884
0 124.2 30 7830
0 124.4 30 7776
0 124.6 30 7722
0 124.8 30 7668
0 125.0 30 7614
0 125.2 30 7560
0 125.4 30 7506
0 125.6 30 7452
0 125.8 30 7398
0 126.0 30 7344
0 126.2 30 7290
0 126.4 30 7236
0 126.6 30 7182
0 126.8 30 7128
0 127.0 30 7074
0 127.2 30 7020
0 127.4 30 6966
0 127.6 30 6912
0 127.8 30 6858
0 128.0 30 6804
0 128.2 30 6750
0 128.4 30 6696
0 128.6 30 6642
0 128.8 30 6588
0 129.0 30 6534
0 129.2 30 6480
0 129.4 30 6426
0 129.6 30 6372
0 129.8 30 6318
0 130.0 30 6264
0 130.2 30 6210
0 130.4 30 6156
0 130.6 30 6102
0 130.8 30 6048
0 131.0 30 5994
0 131.2 30 5940
0 131.4 30 5886
0 131.6 30 5832
0 131.8 30 5778
0 132.0 30 5724
0 132.2 30 5670
0 132.4 30 5616
0 132.6 30 5562
0 132.8 30 5508
0 133.0 30 5454
0 133.2 30 5400
0 133.4 30 5346
0 133.6 30 5292
0 133.8 30 5238
0 134.0 30 5184
0 134.2 30 5130
0 134.4 30 5076
0 134.6 30 5022
0 134.8 30 4968
0 135.0 30 4914
0 135.2 30 4860
0 135.4 30 4806
0 135.6 30 4752
0 135.8 30 4698
0 136.0 30 4644
0 136.2 30 4590
0 136.4 30 4536
0 136.6 30 4482
0 136.8 30 4428
0 137.0 30 4374
0 137.2 30 4320
0 137.4 30 4266
0 137.6 30 4212
0 137.8 30 4158
0 138.0 30 4104
0 138.2 30 4050
0 138.4 30 3996
0 138.6 30 3942
0 138.8 30 3888
0 139.0 30 3834
0 139.2 30 3780
0 139.4 30 3726
0 139.6 30 3672
0 139.8 30 3618
0 140.0 30 3564
0 140.2 30 3510
0 140.4 30 3456
0 140.6 30 3402
0 140.8 30 3348
0 141.0 30 3294
0 141.2 30 3240
0 141.4 30 3186
0 141.6 30 3132
0 141.8 30 3078
0 142.0 30 3024
0 142.2 30 2970
0 142.4 30 2916
0 142.6 30 2862
0 142.8 30 2808
0 143.0 30 2754
0 143.2 30 2700
0 143.4 30 2646
0 143.6 30 2592
0 143.8 30 2538
0 144.0 30 2484
0 144.2 30 2430
0 144.4 30 2376
0 144.6 30 2322
0 144.8 30 2268
0 145.0 30 2214
0 145.2 30 2160
0 145.4 30 2106
0 145.6 30 2052
0 145.8 30 1998
0 146.0 30 1944
0 146.2 30 1890
0 146.4 30 1836
0 146.6 30 1782
0 146.8 30 1728
0 147.0 30 1674
0 147.2 30 1620
0 147.4 30 1566
0 147.6 30 1512
0 147.8 30 1458
0 148.0 30 1404
0 148.2 30 1350
0 148.4 30 1296
0 148.6 30 1242
0 148.8 30 1188
0 149.0 30 1134
0 149.2 30 1080
0 149.4 30 1026
0 149.6 30 972
0 149.8 30 918
0 150.0 30 864
0 150.2 30 810
0 150.4 30 756
0 150.6 30 702
0 150.8 30 648
0 151.0 30 594
0 151.2 30 540
0 151.4 30 486
0 151.6 30 432
0 151.8 30 378
0 152.0 30 324
0 152.2 30 270
0 152.4 30 216
0 152.6 30 162
0 152.8 30 108
0 153.0 30 54
0 153.2 30 0
